month,category,total_sales,total_qty
2024-10,GALENICALS AND SOLUTIONS,4739.35,84.0
2024-10,GIT,29947.77,1049.0
2024-10,GUT AND HORMONES,18149.170000000002,369.0
2024-10,HAIR CARE,1694.75,34.0
2024-10,HOME REMEDY,4191.8,55.0
2024-10,HOUSEHOLD CHEMICALS,269.0,10.0
2024-10,MANUAL MEDICAL DEVICES,6800.0,11.0
2024-10,NEEDLES AND TUBINGS,855.72,27.0
2024-10,NEUROLOGICAL DRUGS,2151.5,67.0
2024-10,ORAL CARE,5940.0,66.0
2024-10,ORTHO SUPPORT,872.04,86.0
2024-10,PAIN MANAGEMENT,48422.11,2303.0
2024-10,PEDIATRIC MILK,990.0,17.0
2024-10,PERSONAL PROTECTIVE EQUIPMENT,2988.1099999999997,34.0
2024-10,"PLASTIC, GLASSWARE, AND STAINLESS",649.1,12.0
2024-10,PROMO PACKS,6348.45,130.0
2024-10,RESPIRATORY,107518.44,2874.0
2024-10,SKIN AND BODY,11398.89,186.0
2024-10,SPECIAL CATEGORY 1,901.0,104.0
2024-10,VITAMINS,95931.0,3623.0
2024-10,WOUND CARE,2113.43,216.0
2024-11,ADULT MILK,2221.86,86.0
2024-11,ANTIBIOTICS,93117.2,1596.0
2024-11,ANTIDIABETICS,20781.82,1041.0
2024-11,ASSISTIVE DEVICE,51569.0,13.0
2024-11,BEVERAGES,14281.76,475.0
2024-11,CARDIOVASCULAR,48638.56,4274.0
2024-11,COLD CHAIN,184.4,1.0
2024-11,COTTONS AND HYGIENE,9079.34,235.0
2024-11,DERMATOLOGICALS,8100.24,52.0
2024-11,DIAGNOSTIC,1845.0,30.0
2024-11,DIAPERS,16285.69,102.0
2024-11,DISINFECTANT,3987.54,76.0
2024-11,DISPOSABLES,5260.89,173.0
2024-11,EENT,3729.75,23.0
2024-11,ELECTRONIC MEDICAL DEVICES,9391.2,11.0
2024-11,FOOD,5691.58,341.0
2024-11,FOOD SUPPLEMENTS,13564.25,528.0
2024-11,GALENICALS AND SOLUTIONS,4497.65,91.0
2024-11,GIT,30230.66,1058.0
2024-11,GUT AND HORMONES,26592.43,502.0
2024-11,HAIR CARE,2828.0,93.0
2024-11,HOME REMEDY,3694.94,59.0
2024-11,HOUSEHOLD CHEMICALS,482.46,19.0
2024-11,MANUAL MEDICAL DEVICES,1097.6,2.0
2024-11,NEEDLES AND TUBINGS,1027.22,66.0
2024-11,NEUROLOGICAL DRUGS,5450.4,176.0
2024-11,ONCOLOGY AND SPECIALTY DRUGS,638.8,36.0
2024-11,ORAL CARE,4985.14,51.0
2024-11,ORTHO SUPPORT,3619.62,42.0
2024-11,PAIN MANAGEMENT,42573.7,2892.0
2024-11,PEDIATRIC MILK,3905.0,19.0
2024-11,PERSONAL PROTECTIVE EQUIPMENT,3354.0,12.0
2024-11,"PLASTIC, GLASSWARE, AND STAINLESS",1504.26,17.0
2024-11,PROMO PACKS,6036.77,138.0
2024-11,RESPIRATORY,80272.42,2648.0
2024-11,SKIN AND BODY,11001.78,183.0
2024-11,SPECIAL CATEGORY 1,93.25,47.0
2024-11,VITAMINS,71494.95,3447.0
2024-11,WOUND CARE,2444.24,387.0
2024-12,ADULT MILK,15099.789999999999,53.0
2024-12,ANTIBIOTICS,106135.01,1136.0
2024-12,ANTIDIABETICS,15465.17,746.0
2024-12,ASSISTIVE DEVICE,18698.5,16.0
2024-12,BEVERAGES,13325.25,418.0
2024-12,CARDIOVASCULAR,41285.05,4335.0
2024-12,COLD CHAIN,624.4,3.0
2024-12,COTTONS AND HYGIENE,9021.75,251.0
2024-12,DERMATOLOGICALS,5892.67,46.0
2024-12,DIAGNOSTIC,975.0,24.0
2024-12,DIAPERS,6541.43,48.0
2024-12,DISINFECTANT,3597.97,73.0
2024-12,DISPOSABLES,5579.27,175.0
2024-12,EENT,5702.25,20.0
2024-12,ELECTRONIC MEDICAL DEVICES,2100.8,10.0
2024-12,FOOD,3535.5,195.0
2024-12,FOOD SUPPLEMENTS,14020.85,490.0
2024-12,GALENICALS AND SOLUTIONS,5885.2,105.0
2024-12,GIT,33094.11,1164.0
2024-12,GUT AND HORMONES,12926.74,206.0
2024-12,HAIR CARE,1569.9,43.0
2024-12,HOME REMEDY,2803.5,49.0
2024-12,HOUSEHOLD CHEMICALS,252.0,11.0
2024-12,MANUAL MEDICAL DEVICES,560.0,1.0
2024-12,NEEDLES AND TUBINGS,459.57,29.0
2024-12,NEUROLOGICAL DRUGS,1599.55,74.0
2024-12,ORAL CARE,5850.75,67.0
2024-12,ORTHO SUPPORT,2402.66,43.0
2024-12,PAIN MANAGEMENT,47594.47,2615.0
2024-12,PEDIATRIC MILK,215.0,8.0
2024-12,PERSONAL PROTECTIVE EQUIPMENT,479.08,17.0
2024-12,"PLASTIC, GLASSWARE, AND STAINLESS",995.15,13.0
2024-12,PROMO PACKS,5329.25,93.0
2024-12,RESPIRATORY,92690.0,2927.0
2024-12,SKIN AND BODY,9818.9,194.0
2024-12,SPECIAL CATEGORY 1,18.0,9.0
2024-12,VITAMINS,75235.68,2657.0
2024-12,WOUND CARE,1648.06,202.0
2025-01,ADULT MILK,16033.64,50.0
2025-01,ANTIBIOTICS,108224.39,1326.0
2025-01,ANTIDIABETICS,17438.67,893.0
2025-01,ASSISTIVE DEVICE,15567.5,19.0
2025-01,BEVERAGES,12190.5,364.0
2025-01,CARDIOVASCULAR,41338.74,4146.0
2025-01,COTTONS AND HYGIENE,13718.25,288.0
2025-01,DERMATOLOGICALS,7441.25,55.0
2025-01,DIAGNOSTIC,1828.36,41.0
2025-01,DIAPERS,12656.53,76.0
2025-01,DISINFECTANT,5589.41,82.0
2025-01,DISPOSABLES,4871.07,153.0
2025-01,EENT,7258.1,29.0
2025-01,ELECTRONIC MEDICAL DEVICES,11506.2,30.0
2025-01,FOOD,3925.18,285.0
2025-01,FOOD SUPPLEMENTS,22692.65,677.0
2025-01,GALENICALS AND SOLUTIONS,5557.0,107.0
2025-01,GIT,31489.22,1109.0
2025-01,GUT AND HORMONES,26545.34,412.0
2025-01,HAIR CARE,2302.5,71.0
2025-01,HOME REMEDY,3713.0,66.0
2025-01,HOUSEHOLD CHEMICALS,288.0,13.0
2025-01,MANUAL MEDICAL DEVICES,16380.0,22.0
2025-01,NEEDLES AND TUBINGS,628.88,69.0
2025-01,NEUROLOGICAL DRUGS,5081.08,122.0
2025-01,ORAL CARE,4912.5,56.0
2025-01,ORTHO SUPPORT,836.62,14.0
2025-01,PAIN MANAGEMENT,48167.59,2576.0
2025-01,PEDIATRIC MILK,1272.0,21.0
2025-01,PERSONAL PROTECTIVE EQUIPMENT,3080.15,40.0
2025-01,"PLASTIC, GLASSWARE, AND STAINLESS",968.87,25.0
2025-01,PROMO PACKS,7104.85,119.0
2025-01,RESPIRATORY,107155.28,3191.0
2025-01,SKIN AND BODY,11153.56,184.0
2025-01,SPECIAL CATEGORY 1,49.0,17.0
2025-01,VITAMINS,86424.09,3721.0
2025-01,WOUND CARE,1736.79,356.0
2025-02,ADULT MILK,12744.35,36.0
2025-02,ANTIBIOTICS,94672.32,1026.0
2025-02,ANTIDIABETICS,14092.2,804.0
2025-02,ASSISTIVE DEVICE,35371.5,18.0
2025-02,BEVERAGES,11340.0,301.0
2025-02,CARDIOVASCULAR,44817.04,3995.0
2025-02,COTTONS AND HYGIENE,9498.1,215.0
2025-02,DERMATOLOGICALS,6417.65,33.0
2025-02,DIAGNOSTIC,894.1,30.0
2025-02,DIAPERS,9307.0,45.0
2025-02,DISINFECTANT,3508.25,49.0
2025-02,DISPOSABLES,3978.68,114.0
2025-02,EENT,2787.05,10.0
2025-02,ELECTRONIC MEDICAL DEVICES,11518.0,15.0
2025-02,FOOD,3442.3,240.0
2025-02,FOOD SUPPLEMENTS,9164.25,263.0
2025-02,GALENICALS AND SOLUTIONS,3083.6,61.0
2025-02,GIT,26499.73,976.0
2025-02,GUT AND HORMONES,19172.29,479.0
2025-02,HAIR CARE,1626.75,64.0
2025-02,HOME REMEDY,5012.57,62.0
2025-02,HOUSEHOLD CHEMICALS,108.0,5.0
2025-02,MANUAL MEDICAL DEVICES,12680.0,15.0
2025-02,MEMBERS EXCLUSIVE,150.0,1.0
2025-02,NEEDLES AND TUBINGS,570.5,28.0
2025-02,NEUROLOGICAL DRUGS,1643.0,53.0
2025-02,ORAL CARE,4254.75,47.0
2025-02,ORTHO SUPPORT,1867.5,18.0
2025-02,PAIN MANAGEMENT,48257.1,2069.0
2025-02,PEDIATRIC MILK,635.5,13.0
2025-02,PERSONAL PROTECTIVE EQUIPMENT,3967.75,38.0
2025-02,"PLASTIC, GLASSWARE, AND STAINLESS",756.5,11.0
2025-02,PROMO PACKS,5131.85,100.0
2025-02,RESPIRATORY,83777.66,2843.0
2025-02,SKIN AND BODY,8857.8,152.0
2025-02,SPECIAL CATEGORY 1,161.5,66.0
2025-02,VITAMINS,58840.98,2422.0
2025-02,WOUND CARE,2911.32,553.0
2025-03,ADULT MILK,15179.92,3013.0
2025-03,ANTIBIOTICS,106597.77,1416.0
2025-03,ANTIDIABETICS,26364.83,952.0
2025-03,ASSISTIVE DEVICE,45196.0,11.0
2025-03,BEVERAGES,14019.6,459.0
2025-03,CARDIOVASCULAR,48511.58,4352.0
2025-03,COTTONS AND HYGIENE,10162.95,248.0
2025-03,DERMATOLOGICALS,7706.63,34.0
2025-03,DIAGNOSTIC,1015.0,21.0
2025-03,DIAPERS,11080.98,53.0
2025-03,DISINFECTANT,3991.0,63.0
2025-03,DISPOSABLES,5413.36,148.0
2025-03,EENT,2134.94,10.0
2025-03,ELECTRONIC MEDICAL DEVICES,9691.8,10.0
2025-03,FOOD,4409.54,336.0
2025-03,FOOD SUPPLEMENTS,15737.75,371.0
2025-03,GALENICALS AND SOLUTIONS,4932.0,87.0
2025-03,GIT,24858.59,823.0
2025-03,GUT AND HORMONES,17016.1,433.0
2025-03,HAIR CARE,1015.5,61.0
2025-03,HOME REMEDY,5628.0,80.0
2025-03,HOUSEHOLD CHEMICALS,77.5,4.0
2025-03,MANUAL MEDICAL DEVICES,10580.0,18.0
2025-03,NEEDLES AND TUBINGS,6066.0,15.0
2025-03,NEUROLOGICAL DRUGS,5858.96,161.0
2025-03,ORAL CARE,5000.8,59.0
2025-03,ORTHO SUPPORT,1705.51,94.0
2025-03,PAIN MANAGEMENT,36294.66,1814.0
2025-03,PEDIATRIC MILK,855.0,10.0
2025-03,PERSONAL PROTECTIVE EQUIPMENT,685.0,9.0
2025-03,"PLASTIC, GLASSWARE, AND STAINLESS",619.5,8.0
2025-03,PROMO PACKS,5861.6,115.0
2025-03,RESPIRATORY,88637.05,2379.0
2025-03,SKIN AND BODY,9130.33,151.0
2025-03,SPECIAL CATEGORY 1,230.0,65.0
2025-03,VITAMINS,68389.76,2712.0
2025-03,WOUND CARE,2353.0,322.0
